,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Rural Code,Urban Code,Per Less than HS,Per Only HS,Per Some College,Per Bachelors or Higher,Population,Unemployment Rate,Per of Median HH Income,Per in Poverty,Per of Cases,Per of Deaths
2033,0.042,0.052,0.084,0.213,0.609,0.822,0.178,1,1,0.107,0.28,0.295,0.319,1235072,0.042,0.894368362426758,0.162,0.010135441496528,0.000384592963001
1282,0.028,0.027,0.049,0.169,0.727,0.896,0.104,1,1,0.061,0.188,0.287,0.464,1257584,0.034,1.36515914916992,0.078,0.011705778699475,0.000895367625542
1329,0.021,0.044,0.096,0.243,0.596,0.839,0.161,1,1,0.068,0.167,0.273,0.492,1265843,0.028,1.10457672119141,0.097,0.013861908625319,0.00064383971788
2716,0.015,0.008,0.024,0.158,0.795,0.953,0.047,1,1,0.109,0.168,0.237,0.486,1273954,0.026,1.25991508483887,0.108,0.016458208067167,0.000216648324822
2040,0.042,0.054,0.09,0.198,0.617,0.815,0.186,1,1,0.09,0.248,0.269,0.393,1316756,0.035,1.10125373840332,0.135,0.012874063228115,0.000389593819964
1830,0.017,0.018,0.043,0.142,0.779,0.921,0.078,1,1,0.088,0.23,0.23,0.452,1356924,0.034,1.6347900390625,0.056,0.031889037263694,0.001994216330465
361,0.02,0.02,0.072,0.164,0.724,0.888,0.112,1,1,0.115,0.245,0.301,0.338,1393452,0.029,1.06647186279297,0.126,0.021145328292614,0.000165775355018
1803,0.043,0.013,0.066,0.136,0.742,0.878,0.122,1,1,0.28,0.276,0.245,0.198,1418207,0.054,0.575668411254883,0.262,0.035501869614238,0.002770399525598
341,0.023,0.031,0.069,0.155,0.722,0.877,0.123,1,1,0.116,0.271,0.286,0.327,1471968,0.031,1.03268692016602,0.135,0.020101659818692,0.00023166264484
1852,0.04,0.019,0.053,0.106,0.782,0.888,0.112,1,1,0.096,0.279,0.269,0.356,1476601,0.037,1.46090957641602,0.068,0.029324103126031,0.001384260202993
363,0.03,0.02,0.05,0.116,0.784,0.9,0.1,1,1,0.118,0.245,0.28,0.357,1496770,0.033,1.12539276123047,0.114,0.022616701296793,0.000556531731662
214,0.025,0.028,0.062,0.164,0.722,0.886,0.115,1,1,0.126,0.223,0.346,0.304,1552058,0.037,0.893910980224609,0.126,0.006452722771958,9.14914262224736E-05
2266,0.023,0.012,0.051,0.12,0.794,0.914,0.086,1,1,0.161,0.33,0.223,0.286,1584064,0.055,0.750106353759766,0.23,0.019162104561432,0.001066876085815
1214,0.023,0.011,0.041,0.127,0.798,0.925,0.075,1,1,0.069,0.196,0.184,0.552,1611699,0.023,1.2432088470459,0.069,0.016008572320266,0.001230378625289
1831,0.02,0.016,0.04,0.121,0.803,0.924,0.076,1,1,0.13,0.124,0.137,0.608,1628706,0.035,1.29108245849609,0.141,0.017709150700004,0.001529435023878
181,0.019,0.008,0.055,0.123,0.795,0.918,0.082,1,1,0.12,0.176,0.244,0.46,1671329,0.029,1.33778900146484,0.089,0.006883743416168,0.00011308365977
1301,0.046,0.032,0.075,0.156,0.69,0.846,0.153,1,1,0.141,0.3,0.325,0.233,1749343,0.051,0.852676315307617,0.198,0.015553267712507,0.001603459127227
223,0.015,0.014,0.04,0.168,0.764,0.932,0.069,1,1,0.119,0.145,0.223,0.513,1927852,0.025,1.64684234619141,0.061,0.005353626730683,9.95927073240062E-05
319,0.026,0.023,0.043,0.117,0.791,0.908,0.092,1,1,0.112,0.274,0.295,0.319,1952778,0.03,1.03768707275391,0.123,0.029085231398551,0.000379971507258
2508,0.015,0.016,0.057,0.09,0.822,0.912,0.088,1,1,0.162,0.252,0.31,0.276,2003554,0.031,0.920554580688476,0.152,0.020557968489993,0.000304958089475
2709,0.023,0.034,0.077,0.144,0.722,0.866,0.134,1,1,0.144,0.24,0.302,0.315,2102515,0.033,1.09502838134766,0.102,0.013731649952557,0.000184540895071
216,0.027,0.022,0.048,0.134,0.768,0.902,0.097,1,1,0.205,0.265,0.328,0.203,2180085,0.038,0.838043823242188,0.133,0.014997580369573,0.000191276945624
2935,0.016,0.02,0.05,0.191,0.724,0.915,0.086,1,1,0.07,0.152,0.263,0.514,2252782,0.028,1.30078552246094,0.077,0.006843982240625,0.000299185629147
1841,0.022,0.023,0.068,0.136,0.751,0.887,0.113,1,1,0.185,0.276,0.224,0.315,2253858,0.035,1.01300704956055,0.11,0.030186018817512,0.002639474181603
1723,0.027,0.032,0.054,0.145,0.742,0.887,0.113,1,1,0.143,0.286,0.332,0.239,2266715,0.04,0.98202880859375,0.133,0.018602691560254,0.000303522939584
213,0.026,0.014,0.041,0.116,0.803,0.919,0.081,1,1,0.183,0.269,0.33,0.218,2470546,0.042,0.906519241333008,0.113,0.015224165022631,0.000281314332945
1824,0.035,0.034,0.058,0.141,0.732,0.873,0.127,1,1,0.184,0.256,0.195,0.365,2559903,0.041,0.923137817382812,0.177,0.024160290448505,0.002195005045113
2549,0.024,0.019,0.059,0.141,0.757,0.898,0.102,1,1,0.213,0.226,0.254,0.307,2635516,0.035,0.965070877075195,0.14,0.019195482023255,0.000258393422768
356,0.032,0.023,0.06,0.128,0.756,0.884,0.115,1,1,0.185,0.277,0.249,0.288,2716940,0.024,0.928933410644531,0.157,0.044611217030925,0.000606196677144
210,0.023,0.021,0.046,0.156,0.754,0.91,0.09,1,1,0.149,0.171,0.281,0.399,3175692,0.028,1.19071655273438,0.095,0.011598416974946,0.000204364906924
217,0.017,0.023,0.034,0.126,0.8,0.926,0.074,1,1,0.129,0.184,0.306,0.381,3338330,0.032,1.03920516967773,0.103,0.008878690842427,0.000169246299797
98,0.023,0.025,0.059,0.158,0.734,0.892,0.107,1,1,0.126,0.226,0.328,0.32,4485414,0.04,1.10651809692383,0.122,0.02659620717285,0.000465731814276
2593,0.019,0.024,0.069,0.152,0.736,0.888,0.112,1,1,0.191,0.232,0.268,0.31,4713325,0.038,0.962432098388672,0.15,0.015887722573767,0.000273267809879
601,0.023,0.021,0.072,0.162,0.722,0.884,0.116,1,1,0.133,0.233,0.254,0.38,5150233,0.038,1.00235511779785,0.13,0.020607028847044,0.000949083274485
199,0.021,0.013,0.049,0.131,0.786,0.917,0.083,1,1,0.213,0.207,0.262,0.318,10039107,0.044,0.904231338500976,0.134,0.018995016190185,0.000465081206924
