,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Rural Code,Urban Code,Per Less than HS,Per Only HS,Per Some College,Per Bachelors or Higher,Population,Unemployment Rate,Per of Median HH Income,Per in Poverty,Per of Cases,Per of Deaths
2831,0.039,0.055,0.059,0.277,0.569,0.846,0.153,1,1,0.125,0.27,0.323,0.282,37109,0.028,1.02978904724121,0.091,0.008919669082972,0.000242528766606
2421,0.175,0.17,0.12,0.204,0.331,0.535,0.465,5,8,0.173,0.373,0.284,0.169,37159,0.049,0.870162506103516,0.173,0.014370677359455,0.000188379665761
1201,0.012,0.012,0.006,0.127,0.843,0.97,0.03,6,3,0.094,0.256,0.264,0.386,37181,0.034,0.873851623535156,0.087,0.009709260105968,0.000107581829429
829,0.102,0.105,0.233,0.212,0.347,0.559,0.44,6,5,0.063,0.424,0.335,0.179,37185,0.029,1.08914848327637,0.084,0.012182331585317,0.000645421540944
23,0.095,0.1,0.159,0.122,0.524,0.646,0.354,4,5,0.193,0.352,0.304,0.151,37196,0.055,0.657395095825195,0.26,0.035971609850522,0.000618346058716
646,0.1,0.093,0.101,0.302,0.404,0.706,0.294,4,3,0.112,0.352,0.386,0.15,37205,0.045,0.755519256591797,0.15,0.00354791022712,0
1023,0.103,0.069,0.266,0.222,0.34,0.562,0.438,7,8,0.147,0.394,0.297,0.163,37266,0.046,0.919281997680664,0.179,0.013443889872806,0.000590350453496
2821,0.003,0.004,0.035,0.234,0.724,0.958,0.042,1,1,0.109,0.332,0.331,0.228,37348,0.026,0.93780647277832,0.086,0.003828852950627,5.35503909178537E-05
1236,0.03,0.022,0.068,0.287,0.593,0.88,0.12,7,8,0.102,0.35,0.338,0.21,37349,0.063,0.833473358154297,0.183,0.000856783314145,0
2878,0.025,0.075,0.099,0.158,0.643,0.801,0.199,7,8,0.252,0.307,0.296,0.145,37383,0.046,0.554092407226563,0.204,0.002247010673301,8.02503811893106E-05
110,0.129,0.145,0.122,0.189,0.416,0.605,0.396,7,8,0.13,0.338,0.372,0.16,37432,0.032,1.02168502807617,0.151,0.004327847830733,2.67151100662535E-05
1107,0.086,0.069,0.169,0.191,0.486,0.677,0.324,6,5,0.153,0.381,0.291,0.175,37497,0.052,1.08286376953125,0.143,0.019814918526816,0.00037336320239
1864,0.027,0.023,0.103,0.272,0.575,0.847,0.153,2,2,0.184,0.386,0.283,0.147,37497,0.033,0.957691497802734,0.117,0.00706723204523,5.33376003413606E-05
599,0.102,0.063,0.083,0.166,0.587,0.753,0.248,1,1,0.101,0.322,0.352,0.225,37562,0.031,0.970944366455078,0.075,0.008865342633513,0.000452585059369
754,0.075,0.162,0.204,0.194,0.366,0.56,0.441,1,1,0.108,0.438,0.293,0.161,37576,0.035,1.11248413085938,0.105,0.00590802639983,0.000212901852246
2015,0.186,0.182,0.155,0.254,0.223,0.477,0.523,7,8,0.079,0.264,0.408,0.248,37589,0.018,1.25524467468262,0.064,0.006092207826758,5.32070552555269E-05
2839,0.025,0.045,0.036,0.146,0.748,0.894,0.106,8,4,0.158,0.339,0.268,0.234,37591,0.027,0.838683929443359,0.095,0.00441595062648,5.32042244154186E-05
1961,0.073,0.027,0.08,0.199,0.621,0.82,0.18,2,2,0.19,0.347,0.351,0.113,37667,0.034,0.887450332641602,0.139,0.012902540685481,0.000159290625747
2302,0.088,0.077,0.094,0.1,0.641,0.741,0.259,6,6,0.133,0.441,0.273,0.152,37677,0.032,0.724059600830078,0.21,0.019959126257399,0.000822783130292
626,0.122,0.126,0.08,0.279,0.393,0.672,0.328,7,8,0.14,0.306,0.38,0.174,37684,0.046,0.730090179443359,0.149,0.004882708841949,0.000451119838658
696,0.037,0.192,0.283,0.206,0.283,0.489,0.512,4,5,0.158,0.383,0.32,0.139,37689,0.035,0.898641052246094,0.126,0.046326514367587,0.000265329406458
137,0.137,0.156,0.088,0.179,0.44,0.619,0.381,7,8,0.142,0.358,0.31,0.189,37825,0.04,0.977213363647461,0.159,0.009120951751487,0
2517,0.085,0.077,0.066,0.239,0.534,0.773,0.228,5,8,0.139,0.357,0.311,0.193,37864,0.037,0.875023422241211,0.137,0.010247200507078,0.00055461652229
3055,0.07,0.082,0.186,0.215,0.447,0.662,0.338,2,2,0.097,0.433,0.311,0.16,37930,0.036,1.0346541595459,0.093,0.004692855259689,0
326,0.023,0.064,0.056,0.142,0.715,0.857,0.143,6,5,0.273,0.431,0.181,0.114,38001,0.035,0.703959579467773,0.218,0.033814899607905,0.000394726454567
2035,0.052,0.114,0.152,0.221,0.462,0.683,0.318,4,5,0.08,0.44,0.313,0.167,38087,0.042,1.03771461486816,0.088,0.003386982434952,0.000105022711161
1323,0.099,0.178,0.148,0.225,0.35,0.575,0.425,6,5,0.05,0.296,0.4,0.254,38141,0.032,0.906922149658203,0.063,0.003303531632626,0
1136,0.096,0.063,0.113,0.167,0.561,0.728,0.272,6,5,0.135,0.35,0.337,0.178,38158,0.06,0.969241638183594,0.196,0.017348917658158,0.00044551601237
1571,0.125,0.115,0.128,0.247,0.385,0.632,0.368,4,5,0.154,0.421,0.28,0.145,38280,0.035,0.782989120483398,0.179,0.008908045977012,0.00033960292581
2165,0.029,0.033,0.102,0.235,0.601,0.836,0.164,7,8,0.113,0.333,0.273,0.281,38284,0.031,0.909324645996094,0.139,0.004466617908265,5.22411451259012E-05
741,0.07,0.116,0.168,0.156,0.49,0.646,0.354,6,3,0.105,0.413,0.301,0.181,38338,0.031,0.943575668334961,0.121,0.008816318013459,0.000573843184308
1161,0.134,0.044,0.063,0.265,0.494,0.759,0.241,2,2,0.168,0.416,0.266,0.151,38340,0.061,0.751076126098633,0.296,0.021152842983829,0.000339071465832
2857,0.033,0.033,0.127,0.189,0.619,0.808,0.193,1,1,0.1,0.326,0.333,0.24,38353,0.034,0.974460906982422,0.083,0.008656428441061,5.2147159283498E-05
1526,0.241,0.05,0.251,0.222,0.237,0.459,0.542,6,6,0.168,0.37,0.309,0.153,38355,0.035,0.797315902709961,0.161,0.004797288489115,5.21444400990744E-05
2231,0.057,0.03,0.152,0.155,0.605,0.76,0.239,6,4,0.104,0.45,0.219,0.227,38438,0.049,0.774927139282227,0.141,0.001977210052552,5.20318434882148E-05
2323,0.078,0.128,0.062,0.202,0.529,0.731,0.268,6,5,0.19,0.36,0.28,0.171,38440,0.027,0.900869445800781,0.14,0.019771071800208,0.000208116545265
687,0.062,0.067,0.112,0.242,0.517,0.759,0.241,2,2,0.055,0.321,0.309,0.316,38459,0.037,1.11421432495117,0.061,0.002366156166307,7.80051483397904E-05
2159,0.078,0.052,0.204,0.276,0.39,0.666,0.334,2,2,0.14,0.357,0.362,0.141,38465,0.049,0.766341552734375,0.187,0.010243078122969,7.79929806317431E-05
613,0.099,0.166,0.119,0.211,0.405,0.616,0.384,4,6,0.123,0.327,0.391,0.159,38469,0.054,0.631321144104004,0.164,0.003067404923445,0
2233,0.014,0.024,0.077,0.19,0.696,0.886,0.115,4,5,0.113,0.455,0.243,0.19,38632,0.054,0.800204849243164,0.134,0.002976806792297,0.000129426382274
175,0.116,0.179,0.098,0.262,0.344,0.606,0.393,7,8,0.152,0.352,0.287,0.208,38682,0.052,0.950673217773437,0.189,0.011116281474588,0.000413629078124
897,0.108,0.143,0.118,0.139,0.492,0.631,0.369,4,5,0.091,0.282,0.332,0.295,38818,0.039,0.688769607543945,0.185,0.009789273017672,2.57612447833479E-05
95,0.095,0.067,0.237,0.049,0.553,0.602,0.399,7,8,0.144,0.299,0.405,0.153,38837,0.048,0.817144165039062,0.201,0.012307850760872,0.000231737775832
2339,0.256,0.098,0.142,0.166,0.338,0.504,0.496,5,8,0.068,0.305,0.333,0.293,38839,0.031,1.01709869384766,0.094,0.010453410231983,7.72419475269703E-05
2045,0.101,0.162,0.137,0.181,0.419,0.6,0.4,6,5,0.141,0.441,0.277,0.142,38875,0.055,0.822482299804687,0.155,0.002829581993569,0.000154340836013
3085,0.136,0.1,0.151,0.181,0.432,0.613,0.387,4,5,0.04,0.16,0.3,0.499,38880,0.031,0.789333648681641,0.16,0.00218621399177,0
2026,0.084,0.051,0.274,0.269,0.321,0.59,0.409,6,3,0.093,0.475,0.282,0.149,38885,0.037,1.0574577331543,0.077,0.002623119454803,2.57168574000257E-05
1789,0.007,0.054,0.102,0.162,0.675,0.837,0.163,4,5,0.138,0.313,0.365,0.185,38921,0.053,0.856942367553711,0.222,0.007553762750186,0.000102772282315
808,0.135,0.081,0.109,0.122,0.553,0.675,0.325,5,8,0.084,0.328,0.382,0.205,38967,0.04,0.866358184814453,0.149,0.003541458156902,5.13254805348115E-05
999,0.066,0.084,0.248,0.17,0.432,0.602,0.398,7,8,0.109,0.324,0.276,0.29,39001,0.041,0.872129516601562,0.165,0.004563985538832,5.12807363913746E-05
2277,0.009,0.019,0.114,0.224,0.634,0.858,0.142,6,5,0.074,0.461,0.272,0.193,39191,0.045,0.828807830810547,0.135,0.00040825699778,2.55160623612564E-05
3091,0.16,0.062,0.06,0.294,0.424,0.718,0.282,7,8,0.088,0.311,0.366,0.235,39261,0.044,0.876058197021484,0.129,0.01204757902244,0.000254705687578
1446,0.116,0.092,0.106,0.155,0.531,0.686,0.314,6,5,0.183,0.356,0.305,0.155,39288,0.065,0.763020401000977,0.262,0.020846059865608,0.000814498065567
843,0.077,0.064,0.153,0.226,0.48,0.706,0.294,4,5,0.164,0.341,0.306,0.19,39369,0.045,0.900076065063477,0.13,0.035078361147096,0.000609616703498
3007,0.111,0.119,0.186,0.162,0.423,0.585,0.416,2,2,0.202,0.401,0.246,0.151,39402,0.054,0.865102005004883,0.196,0.004619054870311,0.000228414801279
1935,0.01,0.008,0.07,0.166,0.746,0.912,0.088,2,2,0.137,0.362,0.348,0.153,39490,0.042,0.95059944152832,0.154,0.004836667510762,5.06457330969866E-05
1583,0.297,0.09,0.162,0.137,0.313,0.45,0.549,2,2,0.132,0.384,0.315,0.169,39592,0.036,0.955886688232422,0.162,0.002854111941806,2.52576278035967E-05
731,0.059,0.082,0.171,0.236,0.452,0.688,0.312,6,6,0.363,0.324,0.209,0.104,39614,0.028,1.22786674499512,0.075,0.013656788004241,0.000252436007472
395,0.033,0.039,0.095,0.238,0.595,0.833,0.167,2,2,0.081,0.256,0.338,0.326,39627,0.03,1.28,0.078,0.01377848436672,0.000176647235471
1179,0.023,0.06,0.15,0.182,0.585,0.767,0.233,6,6,0.076,0.326,0.303,0.296,39715,0.032,0.868234024047852,0.137,0.001561123001385,0.000352511645474
183,0.045,0.013,0.099,0.188,0.655,0.843,0.157,6,4,0.097,0.287,0.413,0.203,39752,0.038,0.778881683349609,0.098,0.003119339907426,0
1172,0.007,0.01,0.111,0.248,0.625,0.873,0.128,7,11,0.063,0.335,0.292,0.31,39772,0.029,0.950462417602539,0.109,0.000653726239566,2.51433169063663E-05
1932,0.067,0.021,0.11,0.238,0.563,0.801,0.198,4,3,0.135,0.316,0.344,0.205,39824,0.046,0.892956695556641,0.143,0.008813780634793,0.000426878264363
2405,0.059,0.075,0.204,0.109,0.554,0.663,0.338,2,2,0.245,0.409,0.227,0.119,39842,0.046,0.75829216003418,0.219,0.005095125746699,2.5099141609357E-05
1861,0.001,0.024,0.008,0.107,0.861,0.968,0.033,6,4,0.104,0.407,0.324,0.165,39859,0.044,0.808101272583008,0.099,0.002809904914825,7.52653102185203E-05
574,0.101,0.207,0.196,0.25,0.245,0.495,0.504,4,5,0.041,0.157,0.439,0.364,39907,0.018,0.759115600585938,0.274,0.003307690380134,0
2888,0.087,0.043,0.209,0.127,0.534,0.661,0.339,4,5,0.18,0.298,0.339,0.184,40044,0.05,0.471721305847168,0.235,0.007841374488063,0.000174807711517
1352,0.071,0.107,0.113,0.262,0.448,0.71,0.291,4,5,0.131,0.316,0.337,0.217,40062,0.03,0.741670989990234,0.115,0.026633717737507,4.99226199390944E-05
485,0.193,0.03,0.182,0.177,0.417,0.594,0.405,3,2,0.307,0.378,0.222,0.094,40096,0.05,0.808087158203125,0.145,0.013143455706305,4.98802873104549E-05
571,0.002,0.012,0.066,0.328,0.592,0.92,0.08,4,5,0.037,0.199,0.313,0.451,40108,0.027,0.904142684936523,0.117,0.002019547222499,0
1517,0.301,0.142,0.208,0.107,0.242,0.349,0.651,7,8,0.127,0.396,0.312,0.165,40117,0.041,0.700252685546875,0.208,0.003315302739487,4.98541765336391E-05
1106,0.13,0.092,0.073,0.246,0.459,0.705,0.295,6,6,0.242,0.389,0.249,0.121,40144,0.058,0.749706497192383,0.244,0.02259366281387,0.000647668393782
2875,0.027,0.017,0.088,0.2,0.669,0.869,0.132,1,1,0.137,0.36,0.292,0.211,40164,0.028,0.913784332275391,0.097,0.008664475649836,0.000174285429738
2184,0.052,0.027,0.051,0.073,0.797,0.87,0.13,4,3,0.084,0.251,0.419,0.246,40224,0.037,0.886251983642578,0.12,0.001939140811456,0
488,0.049,0.063,0.095,0.181,0.611,0.792,0.207,3,2,0.055,0.196,0.237,0.511,40280,0.025,1.62837768554688,0.056,0.009607745779543,0.000372393247269
2273,0.046,0.029,0.038,0.065,0.822,0.887,0.113,6,7,0.108,0.455,0.258,0.178,40328,0.043,0.94925537109375,0.113,0.005182503471533,0.000644713350526
3050,0.093,0.104,0.066,0.258,0.479,0.737,0.263,6,5,0.089,0.429,0.332,0.15,40350,0.046,0.847718048095703,0.115,0.007385377942999,7.43494423791822E-05
1837,0.001,0.033,0.059,0.213,0.693,0.906,0.093,1,1,0.129,0.388,0.324,0.159,40352,0.047,0.737319183349609,0.132,0.007310666137986,0.001016058683584
61,0.067,0.095,0.136,0.296,0.406,0.702,0.298,6,6,0.195,0.329,0.292,0.183,40367,0.03,0.909775772094727,0.16,0.021007258404142,0.001957044120197
2270,0.062,0.036,0.104,0.226,0.572,0.798,0.202,7,8,0.144,0.462,0.211,0.184,40372,0.054,0.896272964477539,0.103,0.002328346378678,4.95392846527296E-05
576,0.009,0.03,0.117,0.326,0.517,0.843,0.156,3,2,0.077,0.329,0.375,0.219,40408,0.028,1.11203353881836,0.111,0.003217184715898,0.000470203920016
2147,0.092,0.099,0.068,0.197,0.545,0.742,0.259,1,1,0.101,0.333,0.324,0.242,40474,0.027,1.37765167236328,0.071,0.009611108365865,9.88288777980926E-05
2617,0.057,0.007,0.137,0.051,0.748,0.799,0.201,4,5,0.254,0.367,0.252,0.127,40482,0.047,0.693960418701172,0.21,0.01459908107307,0.000148214021046
718,0.094,0.084,0.205,0.258,0.359,0.617,0.383,1,1,0.11,0.401,0.316,0.174,40515,0.032,1.11546936035156,0.082,0.007009749475503,0.000592373195113
2077,0.052,0.035,0.084,0.219,0.609,0.828,0.171,4,5,0.08,0.355,0.341,0.224,40525,0.056,1.07917686462402,0.081,0.008537939543492,0.000616903146206
2274,0.098,0.044,0.111,0.183,0.565,0.748,0.253,6,6,0.102,0.454,0.254,0.191,40591,0.053,0.808825149536133,0.134,0.00086226010692,4.92720061097288E-05
2874,0.062,0.104,0.264,0.16,0.41,0.57,0.43,5,8,0.188,0.363,0.296,0.153,40595,0.044,0.57039924621582,0.217,0.002266288951841,0
1332,0.104,0.099,0.215,0.14,0.442,0.582,0.418,1,1,0.083,0.338,0.402,0.177,40596,0.041,1.04607604980469,0.069,0.00251256281407,0
2257,0.012,0.004,0.03,0.134,0.82,0.954,0.046,7,8,0.089,0.478,0.251,0.181,40625,0.053,0.839429550170899,0.146,0.000689230769231,2.46153846153846E-05
517,0.066,0.088,0.122,0.227,0.496,0.723,0.276,5,8,0.182,0.345,0.308,0.165,40644,0.034,0.771008911132812,0.215,0.030533412065742,0.000861135714989
152,0.033,0.109,0.134,0.284,0.44,0.724,0.276,4,3,0.193,0.386,0.293,0.128,40651,0.051,0.815789489746094,0.23,0.018498929915623,0.000245996408452
2409,0.018,0.067,0.155,0.28,0.48,0.76,0.24,1,1,0.15,0.364,0.29,0.196,40667,0.026,1.12023834228516,0.096,0.013106449947132,0.000122949811887
1248,0.057,0.074,0.105,0.169,0.596,0.765,0.236,6,5,0.094,0.404,0.361,0.14,40711,0.044,0.857598876953125,0.143,0.003684507872565,0.000368450787257
2083,0.045,0.146,0.186,0.248,0.375,0.623,0.377,6,4,0.106,0.436,0.299,0.158,40882,0.038,1.05832649230957,0.089,0.003962624137762,4.89212856513869E-05
1307,0.084,0.139,0.209,0.147,0.42,0.567,0.432,3,2,0.076,0.311,0.388,0.226,40889,0.039,0.850608520507813,0.086,0.007336936584411,7.33693658441146E-05
3071,0.05,0.121,0.355,0.188,0.286,0.474,0.526,6,5,0.087,0.445,0.307,0.161,40899,0.032,0.919051971435547,0.096,0.003740922760948,0
2900,0.033,0.023,0.027,0.175,0.742,0.917,0.083,1,1,0.171,0.265,0.266,0.297,41085,0.025,1.10375175476074,0.074,0.039114031885116,0.000486795667519
2152,0.173,0.175,0.213,0.135,0.303,0.438,0.561,6,6,0.134,0.391,0.33,0.146,41100,0.031,0.905339126586914,0.177,0.006861313868613,0.00014598540146
2422,0.022,0.001,0.089,0.205,0.682,0.887,0.112,1,1,0.134,0.331,0.319,0.217,41133,0.036,1.20158081054688,0.112,0.014975810176744,0.000194491041256
1295,0.078,0.112,0.077,0.21,0.522,0.732,0.267,6,4,0.121,0.415,0.322,0.142,41170,0.047,0.838631057739258,0.136,0.002210347340296,0.000145737187272
2069,0.102,0.105,0.245,0.314,0.233,0.547,0.452,7,8,0.083,0.465,0.284,0.167,41172,0.026,1.14259674072266,0.067,0.012557077625571,0.000315748566987
2541,0.118,0.026,0.056,0.207,0.594,0.801,0.2,6,3,0.138,0.315,0.342,0.205,41257,0.028,0.955374450683594,0.127,0.004847662214897,4.84766221489687E-05
2487,0.14,0.107,0.189,0.212,0.352,0.564,0.436,6,3,0.209,0.43,0.221,0.14,41277,0.041,0.823309020996094,0.159,0.009521040773312,9.69062674128449E-05
2992,0.108,0.068,0.092,0.243,0.49,0.733,0.268,3,2,0.07,0.348,0.274,0.308,41411,0.045,1.03557411193848,0.141,0.006012895124484,9.65926927627925E-05
2032,0.101,0.107,0.126,0.184,0.482,0.666,0.334,4,3,0.097,0.458,0.297,0.148,41494,0.047,0.842940826416016,0.147,0.003952378657155,0.000120499349304
350,0.017,0.132,0.072,0.187,0.592,0.779,0.221,6,6,0.157,0.411,0.305,0.126,41503,0.037,0.69943244934082,0.182,0.014047177312484,7.2283931282076E-05
2730,0.011,0.072,0.076,0.216,0.625,0.841,0.159,4,3,0.217,0.295,0.317,0.171,41556,0.034,0.77916748046875,0.164,0.015015882183078,0.000505342188854
2171,0.106,0.11,0.209,0.212,0.362,0.574,0.425,2,2,0.192,0.385,0.29,0.133,41569,0.041,0.790456771850586,0.216,0.006062209819818,9.62255526955183E-05
2719,0.051,0.076,0.104,0.179,0.59,0.769,0.231,3,2,0.157,0.341,0.332,0.17,41753,0.037,0.828773956298828,0.149,0.004574521591263,4.7900749646732E-05
108,0.15,0.104,0.108,0.104,0.534,0.638,0.362,7,8,0.118,0.35,0.348,0.183,41932,0.04,0.855773162841797,0.127,0.00143088810455,0
2029,0.171,0.198,0.071,0.105,0.455,0.56,0.44,6,3,0.115,0.397,0.302,0.187,41968,0.047,0.900620040893555,0.148,0.003431185665269,0.000142966069386
338,0.046,0.042,0.112,0.15,0.65,0.8,0.2,4,3,0.343,0.348,0.227,0.082,42022,0.058,0.761968307495117,0.195,0.039241349769169,0.000856694112608
2041,0.029,0.046,0.318,0.272,0.335,0.607,0.393,2,2,0.088,0.414,0.326,0.172,42126,0.041,1.09590484619141,0.069,0.003275886625837,2.37383088828752E-05
2764,0.018,0.1,0.054,0.177,0.651,0.828,0.172,4,3,0.051,0.15,0.245,0.553,42145,0.024,1.48579360961914,0.047,0.0163483212718,2.37276070708269E-05
360,0.016,0.034,0.064,0.171,0.715,0.886,0.114,4,3,0.25,0.384,0.252,0.114,42168,0.035,0.763961639404297,0.184,0.021817491937014,0.000142287990894
2424,0.166,0.092,0.13,0.201,0.411,0.612,0.388,6,5,0.128,0.4,0.265,0.207,42208,0.033,0.969168701171875,0.139,0.006420583775588,9.47687642153146E-05
2784,0.075,0.031,0.035,0.151,0.708,0.859,0.141,7,9,0.066,0.302,0.246,0.386,42222,0.026,0.82265022277832,0.116,0.002392117853252,7.10530055421344E-05
2942,0.042,0.066,0.075,0.199,0.617,0.816,0.183,6,6,0.165,0.301,0.344,0.19,42243,0.068,0.56914608001709,0.164,0.017399332433776,0.000118362805672
1551,0.185,0.111,0.156,0.254,0.294,0.548,0.452,4,3,0.149,0.345,0.322,0.184,42339,0.035,0.845594787597656,0.129,0.009612886464017,9.4475542643898E-05
3103,0.061,0.295,0.23,0.146,0.268,0.414,0.586,5,8,0.09,0.333,0.357,0.22,42343,0.039,1.21899566650391,0.083,0.005715230380464,4.72333089294571E-05
2967,0.14,0.088,0.226,0.137,0.409,0.546,0.454,3,2,0.177,0.43,0.242,0.152,42406,0.057,0.851435470581055,0.206,0.003042022355327,0.00011790784323
796,0.061,0.365,0.146,0.213,0.215,0.428,0.572,5,8,0.069,0.308,0.396,0.227,42450,0.027,0.883217086791992,0.085,0.013616018845701,0.000400471142521
1483,0.189,0.175,0.16,0.135,0.342,0.477,0.524,5,8,0.174,0.36,0.328,0.138,42478,0.047,0.720296325683594,0.225,0.005626441922878,4.7083196007345E-05
495,0.106,0.071,0.192,0.145,0.485,0.63,0.369,4,3,0.209,0.396,0.273,0.122,42613,0.036,0.7731396484375,0.162,0.015582099359351,0.000140802102645
849,0.12,0.022,0.221,0.273,0.364,0.637,0.363,4,5,0.124,0.347,0.309,0.22,42664,0.029,0.999352798461914,0.101,0.019102756422276,0.00110163135196
2564,0.017,0.096,0.075,0.202,0.609,0.811,0.188,4,3,0.139,0.234,0.329,0.297,42698,0.032,0.828243103027344,0.152,0.010820178931098,0.000117101503583
706,0.01,0.105,0.086,0.25,0.55,0.8,0.201,5,8,0.1,0.392,0.286,0.222,42736,0.024,1.10850967407227,0.059,0.014414077124672,0.000280793710221
3060,0.063,0.094,0.144,0.25,0.449,0.699,0.301,1,1,0.052,0.326,0.34,0.282,42754,0.034,1.17437713623047,0.098,0.003952846517285,0
281,0.085,0.092,0.074,0.314,0.436,0.75,0.251,4,5,0.112,0.318,0.331,0.239,42758,0.031,0.657644195556641,0.132,0.006501707282848,0.0003040366715
1149,0.096,0.059,0.19,0.079,0.577,0.656,0.345,1,1,0.138,0.38,0.319,0.163,42837,0.056,1.07505676269531,0.16,0.031141303079114,0.002054298853795
1892,0.074,0.067,0.037,0.14,0.681,0.821,0.178,2,2,0.133,0.314,0.324,0.229,42846,0.034,1.11221855163574,0.109,0.008425523969565,7.00182047332306E-05
2124,0.188,0.187,0.202,0.107,0.316,0.423,0.577,6,6,0.161,0.356,0.307,0.176,43009,0.038,0.819181976318359,0.175,0.009277128042968,0.000441768002046
2172,0.041,0.088,0.21,0.286,0.375,0.661,0.339,4,3,0.126,0.411,0.289,0.174,43143,0.043,0.878395538330078,0.148,0.004033099228148,4.63574623925086E-05
1747,0.06,0.103,0.012,0.252,0.574,0.826,0.175,7,8,0.089,0.372,0.27,0.268,43146,0.023,0.808415298461914,0.101,0.000927084781903,2.31771195475826E-05
3028,0.044,0.042,0.092,0.327,0.495,0.822,0.178,2,2,0.066,0.311,0.384,0.24,43150,0.042,0.867148666381836,0.115,0.002827346465817,0
2051,0.157,0.144,0.068,0.162,0.468,0.63,0.369,6,4,0.158,0.454,0.262,0.126,43161,0.052,0.802773208618164,0.156,0.002803456824448,2.31690646648595E-05
1336,0.109,0.107,0.182,0.29,0.312,0.602,0.398,4,5,0.115,0.258,0.393,0.234,43199,0.035,0.860457000732422,0.098,0.015440172226209,2.31486839973148E-05
151,0.064,0.124,0.106,0.219,0.487,0.706,0.294,3,2,0.14,0.359,0.335,0.166,43257,0.041,1.03845367431641,0.141,0.010564764084426,9.24705827958481E-05
414,0.085,0.124,0.164,0.222,0.404,0.626,0.373,7,8,0.226,0.386,0.256,0.132,43273,0.039,0.672719955444336,0.202,0.03059644582072,0.000577727451298
2248,0.083,0.046,0.142,0.197,0.531,0.728,0.271,7,9,0.103,0.501,0.232,0.164,43425,0.047,0.800393981933594,0.164,0.001335636154289,2.3028209556707E-05
2927,0.067,0.047,0.042,0.271,0.573,0.844,0.156,3,2,0.182,0.29,0.336,0.192,43429,0.056,0.801865921020508,0.109,0.018167583872528,0.000184208708467
2023,0.177,0.177,0.101,0.128,0.417,0.545,0.455,1,1,0.126,0.461,0.271,0.142,43432,0.05,0.995519866943359,0.121,0.002601768281451,2.30244980659422E-05
1273,0.091,0.104,0.087,0.243,0.475,0.718,0.282,6,5,0.105,0.362,0.314,0.219,43453,0.047,0.801468353271484,0.199,0.001288748763031,4.60267415368329E-05
704,0.109,0.074,0.118,0.149,0.55,0.699,0.301,4,5,0.098,0.418,0.307,0.177,43475,0.028,1.03639549255371,0.095,0.004945370902818,0.000115008625647
1231,0.072,0.091,0.205,0.234,0.399,0.633,0.368,6,5,0.109,0.413,0.336,0.142,43517,0.039,0.877910690307617,0.132,0.026219638302273,0.000574488131075
2139,0.099,0.12,0.135,0.225,0.419,0.644,0.354,5,8,0.134,0.327,0.348,0.191,43538,0.043,0.891178588867187,0.161,0.004915246451376,0.000229684413616
227,0.132,0.074,0.082,0.167,0.546,0.713,0.288,6,6,0.1,0.255,0.419,0.225,43539,0.065,0.571403694152832,0.174,0.00167665770918,0
2867,0.023,0.039,0.136,0.288,0.514,0.802,0.198,6,4,0.131,0.38,0.288,0.201,43616,0.025,0.772671966552734,0.103,0.015475972120323,0.000962949376376
2164,0.117,0.112,0.153,0.36,0.258,0.618,0.382,5,8,0.131,0.385,0.329,0.155,43654,0.042,0.867173614501953,0.197,0.004375314976864,6.87222247674898E-05
2520,0.001,0.001,0.063,0.185,0.751,0.936,0.065,1,1,0.212,0.373,0.267,0.148,43664,0.033,0.863484497070312,0.144,0.024505313301576,0.000526749725174
3061,0.081,0.113,0.154,0.253,0.399,0.652,0.348,6,4,0.065,0.377,0.353,0.204,43783,0.041,0.995839614868164,0.086,0.002672270059155,4.56798300710321E-05
1622,0.121,0.177,0.114,0.195,0.393,0.588,0.412,6,6,0.09,0.303,0.336,0.271,43806,0.04,0.999318771362305,0.112,0.00164361046432,2.28279231155549E-05
2528,0.027,0.094,0.078,0.201,0.6,0.801,0.199,1,1,0.127,0.291,0.367,0.215,43837,0.045,1.45760726928711,0.086,0.020393731322855,0.000136870680019
1465,0.138,0.084,0.164,0.114,0.5,0.614,0.386,5,8,0.215,0.305,0.292,0.188,43909,0.076,0.675361404418945,0.337,0.033182263317315,0.00072877997677
1912,0.077,0.065,0.067,0.176,0.616,0.792,0.209,6,5,0.116,0.267,0.312,0.305,43938,0.041,0.832212295532226,0.193,0.008989940370522,6.82780281305476E-05
2053,0.05,0.087,0.134,0.271,0.457,0.728,0.271,7,9,0.424,0.332,0.155,0.089,43960,0.03,1.06629875183105,0.092,0.007256596906278,0.000136487716106
1813,0.057,0.053,0.034,0.112,0.744,0.856,0.144,6,6,0.118,0.377,0.286,0.219,44135,0.047,0.708487167358398,0.126,0.002333748725501,0
2448,0.074,0.129,0.156,0.192,0.45,0.642,0.359,6,3,0.175,0.448,0.252,0.125,44142,0.041,0.775206527709961,0.167,0.010375605998822,0.000135924969417
723,0.097,0.098,0.105,0.388,0.312,0.7,0.3,4,5,0.134,0.435,0.275,0.155,44231,0.026,1.03219535827637,0.101,0.012457326309602,0.000113042888472
986,0.053,0.093,0.09,0.176,0.588,0.764,0.236,6,5,0.171,0.416,0.252,0.16,44249,0.045,0.858446884155273,0.201,0.007322199371737,4.51987615539334E-05
374,0.105,0.055,0.244,0.227,0.369,0.596,0.404,6,6,0.185,0.393,0.275,0.147,44417,0.034,0.835382919311523,0.171,0.026003557196569,0.00072044487471
